term_original,term_norm,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
sodium tablet,sodium tablet,treatment_respiratory_allergy,0.57788014,0.52757424,0.050305903,-1,0.0,noise
allergenic pills,allergenic pills,treatment_respiratory_allergy,0.5117103,0.46157944,0.050130844,-1,0.0,noise
Sleep Relax ,sleep relax,treatment_sleep_relaxation,0.57466865,0.3435365,0.23113215,-1,0.0,noise
Restful Sleep ,restful sleep,treatment_sleep_relaxation,0.59703743,0.36645612,0.23058131,-1,0.0,noise
warm bath,warm bath,treatment_sleep_relaxation,0.5890764,0.36805072,0.22102568,-1,0.0,noise
Daytime sleep,daytime sleep,treatment_sleep_relaxation,0.5198797,0.30045438,0.21942532,-1,0.0,noise
Nap/Rest,nap/rest,treatment_sleep_relaxation,0.6009609,0.38792405,0.21303686,-1,0.0,noise
extra sleep,extra sleep,treatment_sleep_relaxation,0.5153427,0.30505696,0.21028575,-1,0.0,noise
Sleep,sleep,treatment_sleep_relaxation,0.59362113,0.3836173,0.21000382,-1,0.0,noise
warm shower,warm shower,treatment_sleep_relaxation,0.5157925,0.30887222,0.20692027,-1,0.0,noise
baths,baths,treatment_sleep_relaxation,0.5610093,0.35481936,0.20618993,-1,0.0,noise
Nap/Resting,nap/resting,treatment_sleep_relaxation,0.54776406,0.34793895,0.19982511,-1,0.0,noise
Time Sleeping,time sleeping,treatment_sleep_relaxation,0.51231784,0.3211856,0.19113225,-1,0.0,noise
Daytime sleeping ,daytime sleeping,treatment_sleep_relaxation,0.48927614,0.2991819,0.19009423,-1,0.0,noise
Simply sleep,simply sleep,treatment_sleep_relaxation,0.50140816,0.3187343,0.18267387,-1,0.0,noise
relaxation,relaxation,treatment_sleep_relaxation,0.63427955,0.45219278,0.18208677,-1,0.0,noise
night sleep,night sleep,treatment_sleep_relaxation,0.5455706,0.36461136,0.18095925,-1,0.0,noise
sleeping,sleeping,treatment_sleep_relaxation,0.5693275,0.3894751,0.17985237,-1,0.0,noise
Sun Bathe Whole Body,sun bathe whole body,treatment_sleep_relaxation,0.5070796,0.33156905,0.17551056,-1,0.0,noise
Naps,naps,treatment_sleep_relaxation,0.5568959,0.38158673,0.17530918,-1,0.0,noise
Relaxing,relaxing,treatment_sleep_relaxation,0.676615,0.5047129,0.17190212,-1,0.0,noise
nights sleep,nights sleep,treatment_sleep_relaxation,0.48204738,0.31193748,0.1701099,-1,0.0,noise
poor sleep,poor sleep,treatment_sleep_relaxation,0.5011122,0.33153838,0.16957384,-1,0.0,noise
Shower,shower,treatment_sleep_relaxation,0.52757746,0.35945344,0.16812402,-1,0.0,noise
Take a nap,take a nap,treatment_sleep_relaxation,0.47015437,0.30264032,0.16751406,-1,0.0,noise
morning nap,morning nap,treatment_sleep_relaxation,0.55072045,0.3843649,0.16635555,-1,0.0,noise
Relax,relax,treatment_sleep_relaxation,0.56427467,0.4003253,0.16394937,-1,0.0,noise
Nap,nap,treatment_sleep_relaxation,0.54707307,0.38492996,0.16214311,-1,0.0,noise
Good sleep,good sleep,treatment_sleep_relaxation,0.47157812,0.31043744,0.16114068,-1,0.0,noise
chilling out,chilling out,treatment_sleep_relaxation,0.47532243,0.31510678,0.16021565,-1,0.0,noise
sensory soothing,sensory soothing,treatment_sleep_relaxation,0.5969417,0.4375474,0.15939432,-1,0.0,noise
Rest-zzz sleep support,rest-zzz sleep support,treatment_sleep_relaxation,0.51262474,0.35432124,0.1583035,-1,0.0,noise
Slept In,slept in,treatment_sleep_relaxation,0.4948005,0.33673757,0.15806293,-1,0.0,noise
going to sleep,going to sleep,treatment_sleep_relaxation,0.5210165,0.36555457,0.1554619,-1,0.0,noise
NatureMade Sleep,naturemade sleep,treatment_sleep_relaxation,0.48332894,0.3282564,0.15507254,-1,0.0,noise
Sauna,sauna,treatment_sleep_relaxation,0.6220908,0.46806067,0.15403014,-1,0.0,noise
Long naps,long naps,treatment_sleep_relaxation,0.47896385,0.32575473,0.15320912,-1,0.0,noise
sleep aid,sleep aid,treatment_sleep_relaxation,0.5714961,0.41990155,0.15159458,-1,0.0,noise
RelaxMax,relaxmax,treatment_sleep_relaxation,0.5952097,0.44729352,0.1479162,-1,0.0,noise
hot shower,hot shower,treatment_sleep_relaxation,0.5204189,0.3726769,0.14774197,-1,0.0,noise
hot showers,hot showers,treatment_sleep_relaxation,0.483752,0.33718354,0.14656848,-1,0.0,noise
IR SAUNA,ir sauna,treatment_sleep_relaxation,0.56729794,0.42104256,0.14625537,-1,0.0,noise
cold shower,cold shower,treatment_sleep_relaxation,0.51470053,0.3690583,0.14564222,-1,0.0,noise
Nighttime Sleep Aid,nighttime sleep aid,treatment_sleep_relaxation,0.4790228,0.33651993,0.14250287,-1,0.0,noise
Sunbed,sunbed,treatment_sleep_relaxation,0.5003066,0.3595483,0.1407583,-1,0.0,noise
bath,bath,treatment_sleep_relaxation,0.57420635,0.4334771,0.14072925,-1,0.0,noise
afternoon nap,afternoon nap,treatment_sleep_relaxation,0.473229,0.3331629,0.14006609,-1,0.0,noise
Hot Bath,hot bath,treatment_sleep_relaxation,0.5592922,0.420278,0.13901418,-1,0.0,noise
Napping,napping,treatment_sleep_relaxation,0.5734928,0.43499535,0.13849747,-1,0.0,noise
Sunbathing,sunbathing,treatment_sleep_relaxation,0.5140671,0.3770543,0.13701281,-1,0.0,noise
rest in bed,rest in bed,treatment_sleep_relaxation,0.50262713,0.36649615,0.13613099,-1,0.0,noise
Power Nap,power nap,treatment_sleep_relaxation,0.4809486,0.34743932,0.13350928,-1,0.0,noise
mindfulness,mindfulness,treatment_sleep_relaxation,0.585962,0.4554799,0.1304821,-1,0.0,noise
relaxation or meditation,relaxation or meditation,treatment_sleep_relaxation,0.63579977,0.505871,0.12992877,-1,0.0,noise
Wake-up time,wake-up time,treatment_sleep_relaxation,0.4518201,0.32584354,0.12597656,-1,0.0,noise
yoga nidra,yoga nidra,treatment_sleep_relaxation,0.5372804,0.41234082,0.12493956,-1,0.0,noise
Loving Energy,loving energy,treatment_sleep_relaxation,0.48595807,0.36322296,0.12273511,-1,0.0,noise
Mindfulness App ,mindfulness app,treatment_sleep_relaxation,0.51060915,0.38954318,0.121065974,-1,0.0,noise
Rest,rest,treatment_sleep_relaxation,0.5999587,0.4792967,0.120662004,-1,0.0,noise
herbal sleep,herbal sleep,treatment_sleep_relaxation,0.57945085,0.45930415,0.12014669,-1,0.0,noise
Warm eye compress and massage,warm eye compress and massage,treatment_sleep_relaxation,0.46232438,0.3436337,0.11869067,-1,0.0,noise
took a nap,took a nap,treatment_sleep_relaxation,0.46675473,0.35124433,0.115510404,-1,0.0,noise
heat,heat,treatment_sleep_relaxation,0.5472932,0.43207574,0.11521745,-1,0.0,noise
rest and heat,rest and heat,treatment_sleep_relaxation,0.5832803,0.46953958,0.11374074,-1,0.0,noise
Bedtime Yoga,bedtime yoga,treatment_sleep_relaxation,0.5772785,0.46687993,0.11039856,-1,0.0,noise
soothers,soothers,treatment_sleep_relaxation,0.53529274,0.42537677,0.10991597,-1,0.0,noise
Sleep Tea,sleep tea,treatment_sleep_relaxation,0.47584707,0.37008548,0.10576159,-1,0.0,noise
Hot Tub,hot tub,treatment_sleep_relaxation,0.47104824,0.36538625,0.10566199,-1,0.0,noise
Restorative Yoga,restorative yoga,treatment_sleep_relaxation,0.55589354,0.45531374,0.1005798,-1,0.0,noise
tranquil sleep,tranquil sleep,treatment_sleep_relaxation,0.55118436,0.45139295,0.09979141,-1,0.0,noise
stress management,stress management,treatment_sleep_relaxation,0.482544,0.3835551,0.09898889,-1,0.0,noise
Rests,rests,treatment_sleep_relaxation,0.5349276,0.43935624,0.09557137,-1,0.0,noise
Moist heat,moist heat,treatment_sleep_relaxation,0.4736213,0.37925333,0.09436798,-1,0.0,noise
Awakeful,awakeful,treatment_sleep_relaxation,0.49581537,0.40298688,0.09282848,-1,0.0,noise
stress guard ,stress guard,treatment_sleep_relaxation,0.52807426,0.4354207,0.09265357,-1,0.0,noise
Orgasm,orgasm,treatment_sleep_relaxation,0.55416274,0.46256042,0.091602325,-1,0.0,noise
Sleeping tablets,sleeping tablets,treatment_sleep_relaxation,0.53638077,0.44700676,0.089374006,-1,0.0,noise
Calm - meditation,calm - meditation,treatment_sleep_relaxation,0.57473904,0.4856496,0.08908945,-1,0.0,noise
heat/cold,heat/cold,treatment_sleep_relaxation,0.47133112,0.38231766,0.08901346,-1,0.0,noise
Hypnotherapy,hypnotherapy,treatment_sleep_relaxation,0.49415872,0.40565148,0.088507235,-1,0.0,noise
Deep rest,deep rest,treatment_sleep_relaxation,0.51982903,0.43227395,0.08755508,-1,0.0,noise
heat treatment,heat treatment,treatment_sleep_relaxation,0.4606915,0.37318343,0.08750808,-1,0.0,noise
Mind Ease,mind ease,treatment_sleep_relaxation,0.4506184,0.36544025,0.08517814,-1,0.0,noise
Sunlight,sunlight,treatment_sleep_relaxation,0.45382833,0.36924034,0.08458799,-1,0.0,noise
Mindfulness meditation,mindfulness meditation,treatment_sleep_relaxation,0.5056612,0.42120844,0.08445275,-1,0.0,noise
heat pack,heat pack,treatment_sleep_relaxation,0.47936675,0.3953002,0.08406654,-1,0.0,noise
massage,massage,treatment_sleep_relaxation,0.691321,0.6087004,0.08262062,-1,0.0,noise
Streching,streching,treatment_sleep_relaxation,0.45417383,0.3723964,0.08177742,-1,0.0,noise
resorative yoga,resorative yoga,treatment_sleep_relaxation,0.49551317,0.41439405,0.08111912,-1,0.0,noise
resting,resting,treatment_sleep_relaxation,0.57486415,0.49402046,0.08084369,-1,0.0,noise
Bed Rest,bed rest,treatment_sleep_relaxation,0.61572444,0.53518534,0.08053911,-1,0.0,noise
Deep heat,deep heat,treatment_sleep_relaxation,0.46412736,0.38388872,0.08023864,-1,0.0,noise
Sunshine,sunshine,treatment_sleep_relaxation,0.49904922,0.41922325,0.07982597,-1,0.0,noise
omm meditation,omm meditation,treatment_sleep_relaxation,0.54239804,0.4647324,0.07766563,-1,0.0,noise
masturbation,masturbation,treatment_sleep_relaxation,0.5086931,0.43123,0.07746309,-1,0.0,noise
muscle relaxers (ASA),muscle relaxers (asa,treatment_sleep_relaxation,0.5424466,0.4650724,0.07737422,-1,0.0,noise
Massage pillow,massage pillow,treatment_sleep_relaxation,0.5702474,0.4943906,0.075856805,-1,0.0,noise
Anxiety Remedy,anxiety remedy,treatment_sleep_relaxation,0.46465647,0.38886133,0.075795144,-1,0.0,noise
Guided meditation,guided meditation,treatment_sleep_relaxation,0.49471962,0.41924852,0.0754711,-1,0.0,noise
anti stress,anti stress,treatment_sleep_relaxation,0.5178106,0.4440617,0.07374889,-1,0.0,noise
Jaw Massage,jaw massage,treatment_sleep_relaxation,0.55441153,0.48417985,0.070231676,-1,0.0,noise
Massage- At Home,massage- at home,treatment_sleep_relaxation,0.5696843,0.49996775,0.06971657,-1,0.0,noise
Heat patch,heat patch,treatment_sleep_relaxation,0.4590125,0.38964617,0.069366336,-1,0.0,noise
Meditation,meditation,treatment_sleep_relaxation,0.60972935,0.54104483,0.06868452,-1,0.0,noise
sunfiber,sunfiber,treatment_sleep_relaxation,0.48517787,0.4187621,0.06641579,-1,0.0,noise
Anxiety,anxiety,treatment_sleep_relaxation,0.5586592,0.49226707,0.06639212,-1,0.0,noise
meditate,meditate,treatment_sleep_relaxation,0.5907427,0.5248625,0.06588018,-1,0.0,noise
hydration,hydration,treatment_sleep_relaxation,0.48872918,0.4230353,0.065693885,-1,0.0,noise
Vinyasa yoga ,vinyasa yoga,treatment_sleep_relaxation,0.5010495,0.43562102,0.065428495,-1,0.0,noise
meditation omm,meditation omm,treatment_sleep_relaxation,0.55445105,0.48930472,0.06514633,-1,0.0,noise
Restasis,restasis,treatment_sleep_relaxation,0.48603255,0.42174268,0.06428987,-1,0.0,noise
Heat therapy,heat therapy,treatment_sleep_relaxation,0.57069653,0.5065688,0.06412774,-1,0.0,noise
Reiki massage,reiki massage,treatment_sleep_relaxation,0.49942374,0.43530077,0.064122975,-1,0.0,noise
breathing,breathing,treatment_sleep_relaxation,0.6070808,0.54314333,0.063937485,-1,0.0,noise
girlfriend massage,girlfriend massage,treatment_sleep_relaxation,0.5186796,0.45494735,0.06373227,-1,0.0,noise
Deep Breathing,deep breathing,treatment_sleep_relaxation,0.54874575,0.48516944,0.06357631,-1,0.0,noise
ashtanga yoga,ashtanga yoga,treatment_sleep_relaxation,0.5366142,0.475405,0.061209172,-1,0.0,noise
muscle relaxers,muscle relaxers,treatment_sleep_relaxation,0.5934403,0.53290576,0.060534537,-1,0.0,noise
am yoga,am yoga,treatment_sleep_relaxation,0.5442175,0.4850801,0.059137434,-1,0.0,noise
sleep smoothie,sleep smoothie,treatment_sleep_relaxation,0.4578178,0.3995877,0.058230102,-1,0.0,noise
Lying Down,lying down,treatment_sleep_relaxation,0.5054632,0.4473154,0.058147788,-1,0.0,noise
sun ,sun,treatment_sleep_relaxation,0.4936326,0.43623966,0.057392955,-1,0.0,noise
Breathwork,breathwork,treatment_sleep_relaxation,0.5385705,0.48240262,0.0561679,-1,0.0,noise
muscle relaxer,muscle relaxer,treatment_sleep_relaxation,0.6451839,0.5897937,0.05539024,-1,0.0,noise
Yoga,yoga,treatment_sleep_relaxation,0.64472723,0.590474,0.05425322,-1,0.0,noise
"Sleep Supplement: Valerian, skullcap, passionflower, hops","sleep supplement: valerian, skullcap, passionflower, hops",treatment_sleep_relaxation,0.46368635,0.41200542,0.051680923,-1,0.0,noise
Icy hot,icy hot,treatment_sleep_relaxation,0.49581552,0.4441689,0.05164662,-1,0.0,noise
Vitamin b1,vitamin b1,treatment_supplements_vitamins,0.7331928,0.3943702,0.3388226,-1,0.0,noise
Vitamin b complex,vitamin b complex,treatment_supplements_vitamins,0.6570813,0.32795978,0.32912153,-1,0.0,noise
B Vitamins,b vitamins,treatment_supplements_vitamins,0.7358134,0.41011214,0.32570124,-1,0.0,noise
B vitamin complex,b vitamin complex,treatment_supplements_vitamins,0.6695057,0.3450908,0.3244149,-1,0.0,noise
Vitamin b12 & folate,vitamin b12 & folate,treatment_supplements_vitamins,0.61000484,0.28706768,0.32293716,-1,0.0,noise
"B6, Zinc, Vitamin A","b6, zinc, vitamin a",treatment_supplements_vitamins,0.74965394,0.42675504,0.3228989,-1,0.0,noise
Vitamin B2,vitamin b2,treatment_supplements_vitamins,0.7220826,0.39923245,0.32285017,-1,0.0,noise
B6 vitamin,b6 vitamin,treatment_supplements_vitamins,0.71273184,0.3907792,0.32195264,-1,0.0,noise
Vitamin b12,vitamin b12,treatment_supplements_vitamins,0.70863396,0.3867725,0.32186145,-1,0.0,noise
Vitamin B,vitamin b,treatment_supplements_vitamins,0.79015195,0.47080675,0.3193452,-1,0.0,noise
vitamin b6/2,vitamin b6/2,treatment_supplements_vitamins,0.7264003,0.4092545,0.31714582,-1,0.0,noise
Vitamin B-6,vitamin b-6,treatment_supplements_vitamins,0.7008016,0.38652664,0.31427497,-1,0.0,noise
B1 Vitamine,b1 vitamine,treatment_supplements_vitamins,0.7115551,0.39777738,0.31377774,-1,0.0,noise
Vitamin b6,vitamin b6,treatment_supplements_vitamins,0.7510807,0.43846926,0.31261143,-1,0.0,noise
vitamine B12,vitamine b12,treatment_supplements_vitamins,0.70357966,0.39772296,0.3058567,-1,0.0,noise
super b vitamin complex,super b vitamin complex,treatment_supplements_vitamins,0.61264265,0.3089027,0.30373994,-1,0.0,noise
Vitamin B complex - 50,vitamin b complex - 50,treatment_supplements_vitamins,0.63472474,0.33141124,0.3033135,-1,0.0,noise
Vitamin B-2 ,vitamin b-2,treatment_supplements_vitamins,0.6866182,0.3883016,0.2983166,-1,0.0,noise
vitamin b-12 complex,vitamin b-12 complex,treatment_supplements_vitamins,0.60132074,0.30395794,0.2973628,-1,0.0,noise
vitamin b 12,vitamin b 12,treatment_supplements_vitamins,0.73889816,0.44394916,0.294949,-1,0.0,noise
vitamins w/iron,vitamins w/iron,treatment_supplements_vitamins,0.63740593,0.34421706,0.29318887,-1,0.0,noise
Vitamin,vitamin,treatment_supplements_vitamins,0.82431597,0.5324695,0.29184645,-1,0.0,noise
Vitamin D3/K2,vitamin d3/k2,treatment_supplements_vitamins,0.61311555,0.32228628,0.29082927,-1,0.0,noise
Vitamins,vitamins,treatment_supplements_vitamins,0.74573374,0.45638466,0.28934908,-1,0.0,noise
Magnesium + Vitamin B6,magnesium + vitamin b6,treatment_supplements_vitamins,0.6798452,0.39132464,0.28852057,-1,0.0,noise
Vitamin b-12,vitamin b-12,treatment_supplements_vitamins,0.69422495,0.40648535,0.2877396,-1,0.0,noise
Vitamins A&D,vitamins a&d,treatment_supplements_vitamins,0.59375197,0.308326,0.28542596,-1,0.0,noise
Vitamin B Complex (ICA) ,vitamin b complex (ica,treatment_supplements_vitamins,0.593965,0.31222314,0.28174186,-1,0.0,noise
Vitamin D3+K2,vitamin d3+k2,treatment_supplements_vitamins,0.58681095,0.30554503,0.2812659,-1,0.0,noise
Vitamin B Strong Compound,vitamin b strong compound,treatment_supplements_vitamins,0.63956344,0.36221915,0.2773443,-1,0.0,noise
energy vitamin,energy vitamin,treatment_supplements_vitamins,0.6529808,0.37617886,0.27680194,-1,0.0,noise
Vitamin a,vitamin a,treatment_supplements_vitamins,0.7476364,0.47165453,0.27598184,-1,0.0,noise
Daily vitamin,daily vitamin,treatment_supplements_vitamins,0.6443686,0.37126967,0.27309892,-1,0.0,noise
vitamins & minerals,vitamins & minerals,treatment_supplements_vitamins,0.6461404,0.37528354,0.27085686,-1,0.0,noise
Liquid Vitamin B 12,liquid vitamin b 12,treatment_supplements_vitamins,0.7179023,0.44920996,0.26869234,-1,0.0,noise
Dietary Vitamin A,dietary vitamin a,treatment_supplements_vitamins,0.64262974,0.37469676,0.26793298,-1,0.0,noise
multi vitamins,multi vitamins,treatment_supplements_vitamins,0.66246355,0.39647493,0.26598862,-1,0.0,noise
Multivitamin and Iron,multivitamin and iron,treatment_supplements_vitamins,0.6193991,0.3549741,0.26442498,-1,0.0,noise
Multi vitamin,multi vitamin,treatment_supplements_vitamins,0.7194476,0.4565659,0.26288173,-1,0.0,noise
Methyl folate b12,methyl folate b12,treatment_supplements_vitamins,0.5914363,0.3304612,0.26097512,-1,0.0,noise
Multi-Vitamins,multi-vitamins,treatment_supplements_vitamins,0.64932185,0.38966274,0.2596591,-1,0.0,noise
vitamin K2 MK7,vitamin k2 mk7,treatment_supplements_vitamins,0.62528116,0.36608353,0.25919762,-1,0.0,noise
iron and vitamin C,iron and vitamin c,treatment_supplements_vitamins,0.6252258,0.36777663,0.25744915,-1,0.0,noise
Vitamins and minerals ,vitamins and minerals,treatment_supplements_vitamins,0.6547569,0.39803526,0.25672165,-1,0.0,noise
Vitamin D3,vitamin d3,treatment_supplements_vitamins,0.6029323,0.34692025,0.25601202,-1,0.0,noise
Multi-vitamin,multi-vitamin,treatment_supplements_vitamins,0.6989875,0.4432457,0.25574178,-1,0.0,noise
B vitamins- liquid,b vitamins- liquid,treatment_supplements_vitamins,0.722803,0.46958226,0.25322074,-1,0.0,noise
Vitamin D + K,vitamin d + k,treatment_supplements_vitamins,0.63525677,0.3820865,0.25317028,-1,0.0,noise
Vitamin D3 2000,vitamin d3 2000,treatment_supplements_vitamins,0.5927342,0.3402462,0.25248802,-1,0.0,noise
Athlete Vitamin,athlete vitamin,treatment_supplements_vitamins,0.6033394,0.35143405,0.25190532,-1,0.0,noise
Vitamin d+calcium,vitamin d+calcium,treatment_supplements_vitamins,0.584563,0.33459216,0.24997085,-1,0.0,noise
vitamin d/magnesium,vitamin d/magnesium,treatment_supplements_vitamins,0.60053575,0.3515613,0.24897444,-1,0.0,noise
Vitamin D3 5000IU,vitamin d3 5000iu,treatment_supplements_vitamins,0.62986785,0.3811723,0.24869555,-1,0.0,noise
calcium vitamin d and magnesium,calcium vitamin d and magnesium,treatment_supplements_vitamins,0.52419186,0.27609605,0.24809581,-1,0.0,noise
Iron Vitamin (includes related supplements),iron vitamin (includes related supplements,treatment_supplements_vitamins,0.6062982,0.35832965,0.24796855,-1,0.0,noise
Vitamin D/K,vitamin d/k,treatment_supplements_vitamins,0.65253603,0.40461254,0.2479235,-1,0.0,noise
Vitamin supplement,vitamin supplement,treatment_supplements_vitamins,0.70808345,0.46212065,0.2459628,-1,0.0,noise
Vitamin D2,vitamin d2,treatment_supplements_vitamins,0.59852105,0.35337716,0.24514389,-1,0.0,noise
Vitamin D-3,vitamin d-3,treatment_supplements_vitamins,0.60251784,0.3577062,0.24481165,-1,0.0,noise
d-vitamin,d-vitamin,treatment_supplements_vitamins,0.6853186,0.44319957,0.24211901,-1,0.0,noise
vitamin k2,vitamin k2,treatment_supplements_vitamins,0.6282067,0.38638213,0.24182454,-1,0.0,noise
c vitamin,c vitamin,treatment_supplements_vitamins,0.7040497,0.46507305,0.23897666,-1,0.0,noise
B12,b12,treatment_supplements_vitamins,0.656627,0.41770434,0.23892266,-1,0.0,noise
calcium and vitamin d,calcium and vitamin d,treatment_supplements_vitamins,0.5583271,0.31949914,0.23882794,-1,0.0,noise
Multivitamin with iron,multivitamin with iron,treatment_supplements_vitamins,0.59257555,0.3538751,0.23870045,-1,0.0,noise
Methyl CPG Vitamin B Complex ,methyl cpg vitamin b complex,treatment_supplements_vitamins,0.5187549,0.28060052,0.23815438,-1,0.0,noise
Vitamin D3 2000mg ,vitamin d3 2000mg,treatment_supplements_vitamins,0.56548715,0.3280437,0.23744345,-1,0.0,noise
Calcium + Vitamin D,calcium + vitamin d,treatment_supplements_vitamins,0.5913234,0.3539024,0.23742098,-1,0.0,noise
multi vitamine,multi vitamine,treatment_supplements_vitamins,0.6981028,0.46150166,0.23660111,-1,0.0,noise
Vitamin D 3,vitamin d 3,treatment_supplements_vitamins,0.6162733,0.38045835,0.23581493,-1,0.0,noise
Vitamins and Supplements,vitamins and supplements,treatment_supplements_vitamins,0.60722613,0.3725072,0.23471892,-1,0.0,noise
Vitamine D,vitamine d,treatment_supplements_vitamins,0.68420494,0.45109078,0.23311415,-1,0.0,noise
calcium magnesium with vitamin D3,calcium magnesium with vitamin d3,treatment_supplements_vitamins,0.51748747,0.28618997,0.2312975,-1,0.0,noise
vitamin c & zinc,vitamin c & zinc,treatment_supplements_vitamins,0.58746016,0.35706574,0.23039442,-1,0.0,noise
B12 PLUS,b12 plus,treatment_supplements_vitamins,0.63587785,0.4059142,0.22996366,-1,0.0,noise
B-Complex with Metafolin L-5-MTHF and Vitamin B12,b-complex with metafolin l-5-mthf and vitamin b12,treatment_supplements_vitamins,0.5129099,0.28302646,0.22988343,-1,0.0,noise
Vitamin d,vitamin d,treatment_supplements_vitamins,0.6563815,0.4272702,0.22911128,-1,0.0,noise
magnesium and B6,magnesium and b6,treatment_supplements_vitamins,0.54029673,0.31188393,0.2284128,-1,0.0,noise
VitaminD3,vitamind3,treatment_supplements_vitamins,0.7402148,0.51314324,0.22707158,-1,0.0,noise
multivitamins,multivitamins,treatment_supplements_vitamins,0.69238365,0.4679726,0.22441104,-1,0.0,noise
Vitamin E Complex,vitamin e complex,treatment_supplements_vitamins,0.56110775,0.33746454,0.22364321,-1,0.0,noise
multivitamins/minerals,multivitamins/minerals,treatment_supplements_vitamins,0.62999547,0.4081548,0.22184068,-1,0.0,noise
folic acid 1mg,folic acid 1mg,treatment_supplements_vitamins,0.53666675,0.31557852,0.22108823,-1,0.0,noise
calcium vitamin D,calcium vitamin d,treatment_supplements_vitamins,0.5655331,0.34490776,0.22062534,-1,0.0,noise
UT Vitamin,ut vitamin,treatment_supplements_vitamins,0.6513957,0.43203482,0.21936086,-1,0.0,noise
cacium magnesium vitamin D,cacium magnesium vitamin d,treatment_supplements_vitamins,0.5895735,0.37160856,0.21796495,-1,0.0,noise
calcium with vitamin d,calcium with vitamin d,treatment_supplements_vitamins,0.5467494,0.33005378,0.21669564,-1,0.0,noise
Vitamin k,vitamin k,treatment_supplements_vitamins,0.6662098,0.45055866,0.21565115,-1,0.0,noise
Subling B12,subling b12,treatment_supplements_vitamins,0.52907133,0.31510603,0.2139653,-1,0.0,noise
calcium citrate/magnesium/vitamin D,calcium citrate/magnesium/vitamin d,treatment_supplements_vitamins,0.5481578,0.33589464,0.21226317,-1,0.0,noise
Niacin and niacinamide (vitamin b3),niacin and niacinamide (vitamin b3,treatment_supplements_vitamins,0.5665479,0.3545261,0.21202177,-1,0.0,noise
Vitamin  R,vitamin r,treatment_supplements_vitamins,0.7193891,0.5074155,0.21197361,-1,0.0,noise
Magnesium/Calcium/D3,magnesium/calcium/d3,treatment_supplements_vitamins,0.5479348,0.33871847,0.2092163,-1,0.0,noise
Multivitamin,multivitamin,treatment_supplements_vitamins,0.71509206,0.5071782,0.20791388,-1,0.0,noise
Calcium + Vitamin C,calcium + vitamin c,treatment_supplements_vitamins,0.602502,0.3955803,0.2069217,-1,0.0,noise
Calcium/Magnesium/Zinc,calcium/magnesium/zinc,treatment_supplements_vitamins,0.59250724,0.38722086,0.20528638,-1,0.0,noise
Vitamin D Cap,vitamin d cap,treatment_supplements_vitamins,0.5496065,0.34557378,0.20403272,-1,0.0,noise
Vitamin D Supplement,vitamin d supplement,treatment_supplements_vitamins,0.5575087,0.35423762,0.20327109,-1,0.0,noise
Vitamin D3 Liquid,vitamin d3 liquid,treatment_supplements_vitamins,0.5628258,0.35964155,0.20318425,-1,0.0,noise
Folic acid,folic acid,treatment_supplements_vitamins,0.5571736,0.35403585,0.20313776,-1,0.0,noise
Iron / multi-vitamin (Floradix),iron / multi-vitamin (floradix,treatment_supplements_vitamins,0.633386,0.43055904,0.20282698,-1,0.0,noise
Vitamin C,vitamin c,treatment_supplements_vitamins,0.6667108,0.46527272,0.20143807,-1,0.0,noise
"Calcium, magnesium, zinc","calcium, magnesium, zinc",treatment_supplements_vitamins,0.58911866,0.3888707,0.20024797,-1,0.0,noise
Vitamin e,vitamin e,treatment_supplements_vitamins,0.68207204,0.4828403,0.19923174,-1,0.0,noise
"vitamin D 10,000 mg","vitamin d 10,000 mg",treatment_supplements_vitamins,0.57377017,0.37704095,0.19672921,-1,0.0,noise
b1,b1,treatment_supplements_vitamins,0.5868468,0.39038378,0.19646305,-1,0.0,noise
"Magnesium, calcium, D","magnesium, calcium, d",treatment_supplements_vitamins,0.60352653,0.40728033,0.1962462,-1,0.0,noise
Alive Energy Men's Multivitamin ,alive energy men's multivitamin,treatment_supplements_vitamins,0.52561784,0.33097234,0.1946455,-1,0.0,noise
C vitamine,c vitamine,treatment_supplements_vitamins,0.6890764,0.4949203,0.19415611,-1,0.0,noise
Iron Supplement,iron supplement,treatment_supplements_vitamins,0.61854815,0.4253501,0.19319806,-1,0.0,noise
B Complex,b complex,treatment_supplements_vitamins,0.4516099,0.25865394,0.19295597,-1,0.0,noise
B11,b11,treatment_supplements_vitamins,0.5840187,0.3920376,0.1919811,-1,0.0,noise
liquid multi vitamin,liquid multi vitamin,treatment_supplements_vitamins,0.6534001,0.4631958,0.19020432,-1,0.0,noise
Olly Daily Vitamin,olly daily vitamin,treatment_supplements_vitamins,0.5498825,0.3624798,0.18740267,-1,0.0,noise
vitamin C with bioflavinoids,vitamin c with bioflavinoids,treatment_supplements_vitamins,0.48994324,0.30342734,0.1865159,-1,0.0,noise
for til b12,for til b12,treatment_supplements_vitamins,0.525348,0.34009695,0.18525106,-1,0.0,noise
calcium & magnesium ,calcium & magnesium,treatment_supplements_vitamins,0.52583456,0.34082323,0.18501133,-1,0.0,noise
Calcium and Magnesium,calcium and magnesium,treatment_supplements_vitamins,0.5131381,0.32820898,0.18492913,-1,0.0,noise
Daily Multivitamin,daily multivitamin,treatment_supplements_vitamins,0.5524261,0.36781487,0.18461123,-1,0.0,noise
